project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone
industria_del_alcali,thermal_natural_gas,00-autoabasto,9.6,0,,,7.1,1.4,,1.4,,,586,operational,g_ahnrr,natural_gas,00-autoabasto_local
industrias_ferroplasticas,internal_combustion_natural_gas,00-autoabasto,10.3,0,,,7.4,1.2,,1.2,,,587,operational,g_sauzqro,natural_gas,00-autoabasto_local
ingenio_adolfo_lopez_mateos,bioenergy_fuel_oil,00-autoabasto,46.3,0,,,7.1,12.7,,12.7,,,588,operational,c_n_poza,fuel_oil,00-autoabasto_local
ingenio_alianza_popular,bioenergy_fuel_oil,00-autoabasto,54.5,0,,,7.1,6,,6,,,589,operational,c_n_alta,fuel_oil,00-autoabasto_local
ingenio_el_carmen,bioenergy_fuel_oil,00-autoabasto,169.3,0,,,7.1,6.3,,6.3,,,590,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_el_higo,bioenergy_diesel,00-autoabasto,46,0,,,7.1,20.4,,20.4,,,591,operational,d_naciona,diesel,00-autoabasto_local
ingenio_el_mante,bioenergy_fuel_oil,00-autoabasto,32.9,0,,,7.1,5.4,,5.4,,,592,operational,c_n_rbra,fuel_oil,00-autoabasto_local
ingenio_el_modelo,bioenergy_fuel_oil,00-autoabasto,214.9,0,,,7.1,8.4,,8.4,,,593,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_el_molino,bioenergy_fuel_oil,00-autoabasto,52.9,0,,,7.1,9.4,,9.4,,,594,operational,c_n_maza,fuel_oil,00-autoabasto_local
ingenio_el_potrero,bioenergy_fuel_oil,00-autoabasto,49.7,0,,,7.1,9.4,,9.4,,,595,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_el_refugio,bioenergy_fuel_oil,00-autoabasto,24.5,0,,,7.1,3.8,,3.8,,,596,operational,c_n_poza,fuel_oil,00-autoabasto_local
ingenio_eldorado,bioenergy_fuel_oil,00-autoabasto,44.1,0,,,7.1,9,,9,,,597,operational,c_n_maza,fuel_oil,00-autoabasto_local
ingenio_la_margarita,bioenergy_fuel_oil,00-autoabasto,164.3,0,,,7.1,6.8,,6.8,,,598,operational,c_n_poza,fuel_oil,00-autoabasto_local
ingenio_lazaro_cardenas,bioenergy_fuel_oil,00-autoabasto,60.7,0,,,7.1,5.2,,5.2,,,599,operational,c_n_petacal,fuel_oil,00-autoabasto_local
ingenio_mahuixtlan,bioenergy_fuel_oil,00-autoabasto,76.6,0,,,7.1,3.1,,3.1,,,600,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_melchor_ocampo,bioenergy_diesel,00-autoabasto,54.8,0,,,7.1,5.7,,5.7,,,601,operational,d_naciona,diesel,00-autoabasto_local
ingenio_nuevo_san_francisco,bioenergy_fuel_oil,00-autoabasto,193,0,,,7.1,6.1,,6.1,,,602,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_plan_de_ayala,bioenergy_fuel_oil,00-autoabasto,288,0,,,7.1,15,,15,,,603,operational,c_n_alta,fuel_oil,00-autoabasto_local
ingenio_presidente_benito_juarez,bioenergy_fuel_oil,00-autoabasto,100,0,,,7.1,13.1,,13.1,,,604,operational,c_n_poza,fuel_oil,00-autoabasto_local
ingenio_queseria,bioenergy_fuel_oil,00-autoabasto,8.8,0,,,7.1,5.2,,5.2,,,605,operational,c_n_petacal,fuel_oil,00-autoabasto_local
ingenio_san_francisco_ameca,bioenergy_fuel_oil,00-autoabasto,21.2,0,,,7.1,4.2,,4.2,,,606,operational,c_n_sala,fuel_oil,00-autoabasto_local
ingenio_san_jose_de_abajo,bioenergy_fuel_oil,00-autoabasto,39.4,0,,,7.1,7.5,,7.5,,,607,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_san_miguelito,bioenergy_fuel_oil,00-autoabasto,46.5,0,,,7.1,4.9,,4.9,,,608,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_san_rafael_de_pucte,bioenergy_fuel_oil,00-autoabasto,98.2,0,,,7.1,8.4,,8.4,,,609,operational,c_n_vall,fuel_oil,00-autoabasto_local
ingenio_santa_clara,bioenergy_diesel,00-autoabasto,52,0,,,7.1,8.5,,8.5,,,610,operational,d_naciona,diesel,00-autoabasto_local
ingenio_tala,bioenergy_fuel_oil,00-autoabasto,46.5,0,,,7.1,11.2,,11.2,,,611,operational,c_n_sala,fuel_oil,00-autoabasto_local
ingenio_tamazula,bioenergy_fuel_oil,00-autoabasto,120.4,0,,,7.1,9.8,,9.8,,,612,operational,c_n_sala,fuel_oil,00-autoabasto_local
itzicuaro,hydroelectric,03-occidental,0,0,,,1,0.5,,0.5,,,613,operational,,,28-carapan
ingenio_tres_valles,bioenergy_fuel_oil,00-autoabasto,9.6,0,,,7.1,11.2,,11.2,,,614,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingredion_mexico,combined_cycle_natural_gas,00-autoabasto,8.9,0,,,7.7,28.3,,28.3,,,615,operational,g_sauzqro,natural_gas,00-autoabasto_local
inmobiliaria_puerta_maya,internal_combustion_diesel,00-autoabasto,16.5,0,,,7.4,1.4,,1.4,,,616,operational,d_naciona,diesel,00-autoabasto_local
inmobiliaria_rog,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.1,,1.1,,,617,operational,d_naciona,diesel,00-autoabasto_local
innophos_fosfatados_de_mexico_cog,thermal_natural_gas,00-autoabasto,9.6,0,,,7.1,5.9,,5.9,,,618,operational,g_slorp,natural_gas,00-autoabasto_local
inversiones_mallorca,internal_combustion_diesel,00-autoabasto,10.8,0,,,7.4,2.7,,2.7,,,619,operational,d_penins,diesel,00-autoabasto_local
inversiones_palma,internal_combustion_diesel,00-autoabasto,11.6,0,,,7.4,2.8,,2.8,,,620,operational,d_penins,diesel,00-autoabasto_local
jacktar,internal_combustion_diesel,00-autoabasto,8.5,0,,,7.4,2.5,,2.5,,,621,operational,d_penins,diesel,00-autoabasto_local
kraft_foods_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.9,,0.9,,,622,operational,d_naciona,diesel,00-autoabasto_local
la_torre_del_vigia_a_r,internal_combustion_diesel,00-autoabasto,13.2,0,,,7.4,3.4,,3.4,,,623,operational,d_naciona,diesel,00-autoabasto_local
laboratorios_pisa_planta_tla,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,5,,5,,,624,operational,d_naciona,diesel,00-autoabasto_local
laboratorios_pisa_jalisco,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,9,,9,,,625,operational,d_naciona,diesel,00-autoabasto_local
laproba_el_aguila,internal_combustion_diesel,00-autoabasto,11.5,0,,,7.4,1.4,,1.4,,,626,operational,d_naciona,diesel,00-autoabasto_local
latinoamericana_de_vidrio,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,5.5,,5.5,,,627,operational,d_naciona,diesel,00-autoabasto_local
leiser_planta_san_luis,internal_combustion_diesel,00-autoabasto,13.3,0,,,7.4,8.5,,8.5,,,628,operational,d_naciona,diesel,00-autoabasto_local
lmf_frisa_comercial_ecaptepec,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.8,,0.8,,,629,operational,d_naciona,diesel,00-autoabasto_local
lmf_frisa_comercial,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.2,,1.2,,,630,operational,d_naciona,diesel,00-autoabasto_local
loma_textil,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,2.5,,2.5,,,631,operational,d_naciona,diesel,00-autoabasto_local
mabe_mexico_planta_pla,internal_combustion_diesel,00-autoabasto,12.7,0,,,7.4,1.4,,1.4,,,632,operational,d_naciona,diesel,00-autoabasto_local
mabe_mexico_planta_tro,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.1,,1.1,,,633,operational,d_naciona,diesel,00-autoabasto_local
mabe_sanyo_compressors,internal_combustion_diesel,00-autoabasto,11.4,0,,,7.4,3.1,,3.1,,,634,operational,d_naciona,diesel,00-autoabasto_local
manantiales_la_asuncion,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.8,,1.8,,,635,operational,d_naciona,diesel,00-autoabasto_local
marindustrias,internal_combustion_diesel,00-autoabasto,10.7,0,,,7.4,1.8,,1.8,,,636,operational,d_naciona,diesel,00-autoabasto_local
mayakoba_thai,internal_combustion_diesel,00-autoabasto,13.2,0,,,7.4,2.8,,2.8,,,637,operational,d_penins,diesel,00-autoabasto_local
medica_sur,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.9,,0.9,,,638,operational,d_naciona,diesel,00-autoabasto_local
mega_empack_planta_ii,internal_combustion_diesel,00-autoabasto,10.8,0,,,7.4,1.8,,1.8,,,639,operational,d_penins,diesel,00-autoabasto_local
micase,gas_turbine_natural_gas,00-autoabasto,9.6,0,,,5.5,10.4,,10.4,,,640,operational,g_central,natural_gas,00-autoabasto_local
minas_de_oro_nacional,internal_combustion_diesel,00-autoabasto,10.6,0,,,7.4,17.1,,17.1,,,641,operational,d_naciona,diesel,00-autoabasto_local
minas_santa_maria_de_moris,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,2.5,,2.5,,,642,operational,d_naciona,diesel,00-autoabasto_local
minera_bismark,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,2.9,,2.9,,,643,operational,d_naciona,diesel,00-autoabasto_local
minera_la_encantada,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,12.1,,12.1,,,644,operational,d_naciona,diesel,00-autoabasto_local
minera_roble,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.4,,1.4,,,645,operational,d_naciona,diesel,00-autoabasto_local
minera_y_metalurgica_del_boleo,internal_combustion_fuel_oil,00-autoabasto,8.8,0,,,7.4,28.2,,28.2,,,646,operational,c_n_vizc,fuel_oil,00-autoabasto_local
molymex,internal_combustion_diesel,00-autoabasto,10.2,0,,,7.4,1.8,,1.8,,,647,operational,d_naciona,diesel,00-autoabasto_local
monclova_pirineos_gas,internal_combustion_natural_gas,00-autoabasto,9.6,0,,,7.4,2.2,,2.2,,,648,operational,g_ahnrr,natural_gas,00-autoabasto_local
nemak,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,6.4,,6.4,,,649,operational,d_naciona,diesel,00-autoabasto_local
nestle_mexico_edomex,internal_combustion_natural_gas,00-autoabasto,27,0,,,7.4,2.2,,2.2,,,650,operational,g,natural_gas,00-autoabasto_local
nestle_mexico_queretaro,internal_combustion_diesel,00-autoabasto,9.4,0,,,7.4,1.7,,1.7,,,651,operational,d_naciona,diesel,00-autoabasto_local
nestle_mexico_planta_coatepe,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.8,,1.8,,,652,operational,d_naciona,diesel,00-autoabasto_local
no_sabe_fallar,internal_combustion_diesel,00-autoabasto,19.6,0,,,7.4,1.4,,1.4,,,653,operational,d_naciona,diesel,00-autoabasto_local
novatec_pagani,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.8,,1.8,,,654,operational,d_naciona,diesel,00-autoabasto_local
nusantara_de_mexico_mina_san,internal_combustion_diesel,00-autoabasto,13,0,,,7.4,11.1,,11.1,,,655,operational,d_naciona,diesel,00-autoabasto_local
omya_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,5.5,,5.5,,,656,operational,d_naciona,diesel,00-autoabasto_local
operaciones_turisticas_integrales_de_mexico_,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,2.1,,2.1,,,657,operational,d_naciona,diesel,00-autoabasto_local
operadora_del_noroeste_del_valle_de_mexico_s,internal_combustion_diesel,00-autoabasto,13.4,0,,,7.4,6.8,,6.8,,,658,operational,d_naciona,diesel,00-autoabasto_local
panasonic_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,2.9,,2.9,,,659,operational,d_naciona,diesel,00-autoabasto_local
energia_ep,hydroelectric,02-oriental,0,0,,,1,0.3,,0.3,,,660,operational,,,34-puebla
papeles_ultra,thermal_fuel_oil,00-autoabasto,9.6,0,,,7.1,9.4,,9.4,,,661,operational,c_n_tula,fuel_oil,00-autoabasto_local
papeles_y_conversiones_de_mexico,cogen_natural_gas,00-autoabasto,9.6,0,,,5.5,5.1,,5.1,,,662,operational,g_ahnrr,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_estacion_de_co,internal_combustion_natural_gas,00-autoabasto,10.3,0,,,7.4,1.8,,1.8,,,663,operational,g_slorp,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-b,gas_turbine_natural_gas,00-autoabasto,16.3,0,,,5.5,22.7,,22.7,,,664,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-c,gas_turbine_natural_gas,00-autoabasto,15,0,,,5.5,27.1,,27.1,,,665,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-g,gas_turbine_natural_gas,00-autoabasto,17,0,,,5.5,10.2,,10.2,,,666,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-l,gas_turbine_natural_gas,00-autoabasto,16.9,0,,,5.5,24.1,,24.1,,,667,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-n,gas_turbine_natural_gas,00-autoabasto,25.5,0,,,5.5,5.5,,5.5,,,668,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_atasta,gas_turbine_natural_gas,00-autoabasto,30.2,0,,,5.5,7.9,,7.9,,,669,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_barco_de_proc,gas_turbine_natural_gas,00-autoabasto,15.7,0,,,5.5,61.3,,61.3,,,670,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_centro_operat,internal_combustion_diesel,00-autoabasto,15,0,,,7.4,5,,5,,,671,operational,d_penins,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_comp_mari_akal-j,gas_turbine_natural_gas,00-autoabasto,16.2,0,,,5.5,16.5,,16.5,,,672,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_comp_mari_nohoch-a,gas_turbine_natural_gas,00-autoabasto,16,0,,,5.5,13.6,,13.6,,,673,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari,gas_turbine_natural_gas,00-autoabasto,14.8,0,,,5.5,6.9,,6.9,,,674,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_1,gas_turbine_natural_gas,00-autoabasto,31.1,0,,,5.5,34.9,,34.9,,,675,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_5,gas_turbine_natural_gas,00-autoabasto,18.2,0,,,5.5,8.9,,8.9,,,676,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_8,gas_turbine_natural_gas,00-autoabasto,11.6,0,,,5.5,14.2,,14.2,,,677,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_ku-a,gas_turbine_natural_gas,00-autoabasto,10.8,0,,,5.5,9.9,,9.9,,,678,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_ku-h,gas_turbine_diesel,00-autoabasto,25.1,0,,,5.5,14.5,,14.5,,,679,operational,d_naciona,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_rebo,gas_turbine_natural_gas,00-autoabasto,18.3,0,,,5.5,4.5,,4.5,,,680,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_ku-m,gas_turbine_natural_gas,00-autoabasto,19.7,0,,,5.5,14.5,,14.5,,,681,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_ku-s,gas_turbine_natural_gas,00-autoabasto,14.6,0,,,5.5,13.9,,13.9,,,682,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_planta_electr,gas_turbine_natural_gas,00-autoabasto,26.7,0,,,5.5,41,,41,,,683,operational,g_2boca,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_akal-c,gas_turbine_natural_gas,00-autoabasto,31.6,0,,,5.5,12.5,,12.5,,,684,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_de,gas_turbine_natural_gas,00-autoabasto,22.3,0,,,5.5,99.2,,99.2,,,685,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_eco-1,internal_combustion_diesel,00-autoabasto,15.5,0,,,7.4,0.7,,0.7,,,686,operational,d_penins,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_ha,internal_combustion_diesel,00-autoabasto,11.1,0,,,7.4,4.1,,4.1,,,687,operational,d_penins,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_ma,internal_combustion_diesel,00-autoabasto,17.3,0,,,7.4,0.8,,0.8,,,688,operational,d_penins,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_sistema_de_bo,gas_turbine_natural_gas,00-autoabasto,16,0,,,5.5,16.3,,16.3,,,689,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_terminal_mari,gas_turbine_natural_gas,00-autoabasto,17.9,0,,,5.5,95.3,,95.3,,,690,operational,g_2boca,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_zaap-c,gas_turbine_natural_gas,00-autoabasto,17,0,,,5.5,13.3,,13.3,,,691,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_plat_akal-c_inyec,internal_combustion_diesel,00-autoabasto,23.7,0,,,7.4,1,,1,,,692,operational,d_penins,diesel,00-autoabasto_local
pemex-gas_y_petroquimica_basica_centro_proce,gas_turbine_natural_gas,00-autoabasto,33.3,0,,,5.5,48.5,,48.5,,,693,operational,gn_tuxp,natural_gas,00-autoabasto_local
pemex-petroquimica_complejo_petroquimico_can,combined_cycle_natural_gas,00-autoabasto,13.2,0,,,7.7,158.4,,158.4,,,694,operational,gn_tuxp,natural_gas,00-autoabasto_local
pemex-petroquimica_terminal_refrigerada_paja,gas_turbine_natural_gas,00-autoabasto,32.5,0,,,5.5,13.7,,13.7,,,695,operational,gn_tuxp,natural_gas,00-autoabasto_local
plastibolsa,internal_combustion_diesel,00-autoabasto,11.2,0,,,7.4,1.5,,1.5,,,696,operational,d_naciona,diesel,00-autoabasto_local
plasticos_irisagua,internal_combustion_diesel,00-autoabasto,10,0,,,7.4,3.3,,3.3,,,697,operational,d_naciona,diesel,00-autoabasto_local
plasticos_y_materias_primas,internal_combustion_diesel,00-autoabasto,11,0,,,7.4,4.1,,4.1,,,698,operational,d_naciona,diesel,00-autoabasto_local
pollo_de_queretaro,internal_combustion_diesel,00-autoabasto,11.1,0,,,7.4,1.4,,1.4,,,699,operational,d_naciona,diesel,00-autoabasto_local
porcelanite_lamosa_planta_po,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,9.1,,9.1,,,700,operational,d_naciona,diesel,00-autoabasto_local
porcelanite_lamosa_plantapavillion,internal_combustion_diesel,00-autoabasto,16.1,0,,,7.4,3.4,,3.4,,,701,operational,d_naciona,diesel,00-autoabasto_local
posadas_de_latinoamerica_pla,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.7,,0.7,,,702,operational,d_penins,diesel,00-autoabasto_local
praxair_mexico,gas_turbine_natural_gas,00-autoabasto,19.8,0,,,5.5,15.4,,15.4,,,703,operational,g_2boca,natural_gas,00-autoabasto_local
printpack_packaging_de_mexico,internal_combustion_diesel,00-autoabasto,21.9,0,,,7.4,1.8,,1.8,,,704,operational,d_naciona,diesel,00-autoabasto_local
productos_alimenticios_la_moderna,cogen_natural_gas,00-autoabasto,10.9,0,,,7.4,3.5,,3.5,,,705,operational,g_petsal,natural_gas,00-autoabasto_local
productos_roche_planta_toluc,internal_combustion_natural_gas,00-autoabasto,10.3,0,,,7.4,1.9,,1.9,,,706,operational,g,natural_gas,00-autoabasto_local
productos_urologos_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,2.8,,2.8,,,707,operational,d_bcn,diesel,00-autoabasto_local
promotores_inmobiliarios_el_caracol,internal_combustion_diesel,00-autoabasto,35,0,,,7.4,0.6,,0.6,,,708,operational,d_penins,diesel,00-autoabasto_local
proteina_animal,internal_combustion_diesel,00-autoabasto,10.6,0,,,7.4,4.1,,4.1,,,709,operational,d_naciona,diesel,00-autoabasto_local
prup,internal_combustion_natural_gas,00-autoabasto,10.2,0,,,7.4,4.8,,4.8,,,710,operational,g,natural_gas,00-autoabasto_local
qualtia_alimentos_operaciones,internal_combustion_natural_gas,00-autoabasto,12.1,0,,,7.4,4.9,,4.9,,,711,operational,g,natural_gas,00-autoabasto_local
rafypak,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.9,,1.9,,,712,operational,d_naciona,diesel,00-autoabasto_local
renova_atlatec,bioenergy_natural_gas,00-autoabasto,10.3,0,,,7.4,10.4,,10.4,,,713,operational,g_sauzqro,natural_gas,00-autoabasto_local
representaciones_e_investigaciones_medicas,gas_turbine_natural_gas,00-autoabasto,9.6,0,,,5.5,1,,1,,,714,operational,g_petsal,natural_gas,00-autoabasto_local
residuos_industriales_multiquim,internal_combustion_diesel,00-autoabasto,29.8,0,,,7.4,1.4,,1.4,,,715,operational,d_naciona,diesel,00-autoabasto_local
rivera_mayan,internal_combustion_diesel,00-autoabasto,23.3,0,,,7.4,3.7,,3.7,,,716,operational,d_penins,diesel,00-autoabasto_local
royal_porto,internal_combustion_natural_gas,00-autoabasto,24.4,0,,,7.4,0.9,,0.9,,,717,operational,g_penin,natural_gas,00-autoabasto_local
sabritas_planta_orizab,internal_combustion_diesel,00-autoabasto,13.2,0,,,7.4,2.7,,2.7,,,718,operational,d_naciona,diesel,00-autoabasto_local
saint_gobain_vetrotex_america,internal_combustion_diesel,00-autoabasto,12,0,,,7.4,3.2,,3.2,,,719,operational,d_naciona,diesel,00-autoabasto_local
sales_del_istmo_ixhuatlan,internal_combustion_diesel,00-autoabasto,16.2,0,,,7.4,0.7,,0.7,,,720,operational,d_naciona,diesel,00-autoabasto_local
sanchez_y_martin,internal_combustion_diesel,00-autoabasto,10.7,0,,,7.4,1.7,,1.7,,,721,operational,d_naciona,diesel,00-autoabasto_local
sasa_del_pacifico,internal_combustion_diesel,00-autoabasto,10.1,0,,,7.4,1.2,,1.2,,,722,operational,d_naciona,diesel,00-autoabasto_local
schering_plough,internal_combustion_diesel,00-autoabasto,8.4,0,,,7.4,5.6,,5.6,,,723,operational,d_naciona,diesel,00-autoabasto_local
secretaria_de_seguridad_publica_a_traves_del,internal_combustion_diesel,00-autoabasto,13.4,0,,,7.4,2.8,,2.8,,,724,operational,d_naciona,diesel,00-autoabasto_local
sekisui_s-lec_mexico,internal_combustion_diesel,00-autoabasto,11.6,0,,,7.4,0.7,,0.7,,,725,operational,d_naciona,diesel,00-autoabasto_local
servicios_de_agua_y_drenaje_de_monterrey_dulcesnom,bioenergy_natural_gas,00-autoabasto,10.3,0,,,7.4,8.4,,8.4,,,726,operational,g_ahnrr,natural_gas,00-autoabasto_local
servicios_de_agua_y_drenaje_de_monterrey_norte,bioenergy_natural_gas,00-autoabasto,10.3,0,,,7.4,1.5,,1.5,,,727,operational,g_ahnrr,natural_gas,00-autoabasto_local
servicios_de_operaciones_hoteleras,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.8,,0.8,,,728,operational,d_penins,diesel,00-autoabasto_local
sigma_alimentos_centro_plant,internal_combustion_natural_gas,00-autoabasto,13.1,0,,,7.4,2.9,,2.9,,,729,operational,g,natural_gas,00-autoabasto_local
sistema_de_agua_y_saneamiento_metropolitano_d,internal_combustion_diesel,00-autoabasto,12.3,0,,,7.4,2.6,,2.6,,,730,operational,d_naciona,diesel,00-autoabasto_local
solvay_&_cpc_barium_strontium_monterrey,internal_combustion_diesel,00-autoabasto,13.3,0,,,7.4,1.8,,1.8,,,731,operational,d_naciona,diesel,00-autoabasto_local
tecnologia_en_nitrogeno,gas_turbine_natural_gas,00-autoabasto,10.9,0,,,5.5,6.6,,6.6,,,732,operational,g_2boca,natural_gas,00-autoabasto_local
